Time stamp,LG 23,LG 24,LG 25,LG 26,LG 27,LG 28,LG 29,LG 30,dataset_id
2017-09-28 04:15:00,3.3,10.4,0.988,19.48,31.75,31.75,23.25,107.5,26
2017-09-28 04:30:00,3.4,10.4,1.012,21.12,35.2,35.2,23.5,92.5,26
2017-09-28 04:45:00,3.4,10.0,0.927,22.6,34.05,34.05,20.5,107.5,26
2017-09-28 05:00:00,3.9,10.2,1.061,29.94,33.15,33.15,18.25,111.0,26
2017-09-28 05:15:00,3.7,13.0,2.926,18.04,33.65,33.65,18.25,99.0,26
2017-09-28 05:30:00,3.7,13.6,2.707,17.14,32.35,32.35,18.0,111.0,26
2017-09-28 05:45:00,3.4,14.6,2.524,22.02,37.55,37.55,18.75,94.5,26
2017-09-28 06:00:00,4.7,20.2,2.548,28.98,43.35,43.35,21.75,113.5,26
2017-09-28 06:15:00,4.3,27.0,2.548,44.94,46.1,46.1,40.5,119.0,26
2017-09-28 06:30:00,5.6,30.2,2.841,43.9,47.9,47.9,65.25,103.0,26
2017-09-28 06:45:00,5.9,26.2,1.987,41.3,55.05,55.05,66.25,95.5,26
2017-09-28 07:00:00,6.6,27.8,4.048,43.88,57.05,57.05,65.75,120.5,26
2017-09-28 07:15:00,9.0,29.4,4.987,44.9,55.1,55.1,66.0,137.5,26
2017-09-28 07:30:00,14.9,31.4,6.12,45.44,56.9,56.9,69.25,122.0,26
2017-09-28 07:45:00,19.7,36.4,6.047,45.8,58.858,58.858,83.0,101.0,26
2017-09-28 08:00:00,28.3,36.8,6.376,41.9,62.07,62.07,89.25,87.5,26
2017-09-28 08:15:00,31.4,37.8,6.767,43.86,59.828,59.828,86.75,116.0,26
2017-09-28 08:30:00,47.2,38.0,7.522,48.78,57.838,57.838,91.25,136.5,26
2017-09-28 08:45:00,46.5,38.0,7.193,47.26,61.35,61.35,104.5,117.5,26
2017-09-28 09:00:00,45.1,42.0,6.474,47.96,61.858,61.858,105.0,115.0,26
2017-09-28 09:15:00,40.5,41.2,6.913,45.98,60.715,60.715,104.75,110.5,26
2017-09-28 09:30:00,41.9,42.2,10.887,47.94,58.868,58.868,105.5,99.5,26
2017-09-28 09:45:00,44.1,40.8,10.863,50.16,61.693,61.693,99.75,115.5,26
2017-09-28 10:00:00,43.0,40.4,11.79,47.98,63.315,63.315,101.5,133.0,26
2017-09-28 10:15:00,27.6,37.8,10.997,45.68,60.13,60.13,102.25,102.0,26
2017-09-28 10:30:00,29.4,39.2,11.899,45.88,62.138,62.138,103.25,129.0,26
2017-09-28 10:45:00,43.9,42.2,12.058,46.28,62.398,62.398,100.25,112.0,26
2017-09-28 11:00:00,37.9,41.4,14.155,47.3,61.538,61.538,99.75,118.0,26
2017-09-28 11:15:00,35.8,41.6,13.704,43.9,64.675,64.675,93.75,91.0,26
2017-09-28 11:30:00,39.0,42.4,10.217,42.06,63.083,63.083,97.25,102.5,26
2017-09-28 11:45:00,36.0,41.8,7.754,42.44,63.708,63.708,98.25,92.0,26
2017-09-28 12:00:00,25.4,42.0,6.523,40.32,59.893,59.893,101.0,69.5,26
2017-09-28 12:15:00,17.8,41.8,5.864,41.96,62.54,62.54,100.5,58.0,26
2017-09-28 12:30:00,18.8,43.0,7.949,38.5,62.325,62.325,95.75,82.0,26
2017-09-28 12:45:00,22.4,39.2,7.51,34.78,57.748,57.748,88.0,74.0,26
2017-09-28 13:00:00,24.6,40.2,3.853,27.88,56.175,56.175,87.25,73.5,26
2017-09-28 13:15:00,20.2,40.8,2.195,26.76,54.603,54.603,94.5,74.5,26
2017-09-28 13:30:00,17.7,42.4,1.061,25.26,55.048,55.048,92.75,72.5,26
2017-09-28 13:45:00,12.5,42.2,0.805,25.92,54.928,54.928,92.25,73.5,26
2017-09-29 03:00:00,2.7,8.6,0.634,2.64,19.65,19.65,21.5,20.0,27
2017-09-29 03:15:00,3.0,9.4,0.732,3.16,21.75,21.75,23.0,19.5,27
2017-09-29 03:30:00,3.7,8.6,0.732,2.78,19.65,19.65,23.5,18.0,27
2017-09-29 03:45:00,3.4,8.2,0.707,3.02,22.9,22.9,23.25,17.5,27
2017-09-29 04:00:00,3.2,8.6,0.695,3.2,19.3,19.3,23.0,14.0,27
2017-09-29 04:15:00,2.8,8.6,0.707,2.58,23.2,23.2,23.0,9.5,27
2017-09-29 04:30:00,3.0,8.6,0.768,2.82,19.2,19.2,23.0,10.0,27
2017-09-29 04:45:00,2.9,8.8,0.707,3.26,22.8,22.8,23.25,10.0,27
2017-09-29 05:00:00,2.9,9.0,0.719,2.86,18.9,18.9,22.5,9.5,27
2017-09-29 05:15:00,2.7,8.2,0.732,2.74,22.65,22.65,19.75,9.5,27
2017-09-29 05:30:00,3.7,8.6,0.744,3.24,19.35,19.35,17.75,10.0,27
2017-09-29 05:45:00,2.9,8.8,0.78,2.86,20.4,20.4,18.0,10.0,27
2017-09-29 06:00:00,3.0,15.0,0.792,3.16,23.85,23.85,18.5,10.0,27
2017-09-29 06:15:00,3.2,18.4,0.853,3.46,21.55,21.55,18.25,9.5,27
2017-09-29 06:30:00,3.5,21.8,1.012,4.02,20.25,20.25,18.0,10.0,27
2017-09-29 06:45:00,3.3,24.6,0.756,4.18,20.2,20.2,19.25,10.5,27
2017-09-29 07:00:00,3.5,25.0,0.853,4.02,23.8,23.8,22.5,10.5,27
2017-09-29 07:15:00,3.5,25.4,0.78,2.76,20.45,20.45,23.25,10.0,27
2017-09-29 07:30:00,4.2,23.8,0.829,3.0,20.0,20.0,22.75,10.0,27
2017-09-29 07:45:00,3.6,25.4,0.792,3.16,19.96,19.96,24.25,10.0,27
2017-09-29 08:00:00,3.7,27.6,0.829,2.68,21.82,21.82,23.75,9.5,27
2017-09-29 08:15:00,3.8,29.2,0.853,3.36,21.183,21.183,23.75,9.5,27
2017-09-29 08:30:00,3.3,30.8,0.829,2.98,19.54,19.54,24.0,9.5,27
2017-09-29 08:45:00,3.5,29.6,0.805,2.76,20.51,20.51,24.25,10.0,27
2017-09-29 09:00:00,3.4,28.8,0.792,3.14,19.85,19.85,25.0,10.0,27
2017-09-29 09:15:00,3.5,29.6,0.768,3.04,23.148,23.148,25.25,9.5,27
2017-09-29 09:30:00,4.3,28.0,0.646,2.86,20.463,20.463,25.25,10.5,27
2017-09-29 09:45:00,4.0,28.6,0.683,3.3,20.345,20.345,25.25,9.5,27
2017-09-29 10:00:00,3.7,28.8,0.695,3.14,20.575,20.575,25.0,9.5,27
2017-09-29 10:15:00,3.6,26.6,0.89,2.8,19.82,19.82,25.5,9.5,27
2017-09-29 10:30:00,3.6,30.4,0.732,3.56,21.178,21.178,25.25,10.0,27
2017-09-29 10:45:00,3.7,28.0,0.707,2.86,19.948,19.948,25.25,9.5,27
2017-09-29 11:00:00,3.3,29.6,0.719,2.68,22.495,22.495,24.25,9.5,27
2017-09-29 11:15:00,3.5,29.0,0.646,4.54,18.965,18.965,23.75,10.0,27
2017-09-29 11:30:00,3.8,28.2,0.671,4.14,22.333,22.333,24.0,10.0,27
2017-09-29 11:45:00,4.1,24.6,0.707,3.82,18.62,18.62,23.5,10.0,27
2017-09-29 12:00:00,3.7,23.8,0.707,3.38,22.483,22.483,22.75,10.5,27
2017-09-29 12:15:00,3.8,17.0,0.634,2.96,18.59,18.59,22.75,11.0,27
2017-09-29 12:30:00,3.7,13.2,0.671,2.9,22.433,22.433,22.75,10.5,27
2017-09-29 12:45:00,3.6,13.8,0.671,3.48,20.268,20.268,23.5,9.5,27
2017-09-29 13:00:00,3.3,12.6,0.695,2.98,22.063,22.063,23.25,10.0,27
2017-09-29 13:15:00,3.3,11.4,0.756,2.68,19.66,19.66,23.0,10.5,27
2017-09-29 13:30:00,3.5,10.6,0.634,3.3,21.265,21.265,22.75,10.5,27
2017-09-29 13:45:00,4.2,10.4,0.707,3.12,20.625,20.625,19.0,10.0,27
2017-09-29 14:00:00,3.5,10.4,0.902,3.02,20.505,20.505,17.25,10.0,27
2017-09-29 14:15:00,3.6,10.2,0.622,3.34,21.913,21.913,17.75,10.5,27
2017-09-29 14:30:00,3.4,10.2,0.683,2.96,19.428,19.428,16.5,11.0,27
2017-09-29 14:45:00,3.7,11.2,0.683,2.7,23.858,23.858,16.5,10.0,27
2017-09-30 04:00:00,3.7,11.8,0.658,3.16,19.75,19.75,20.75,10.0,28
2017-09-30 04:15:00,3.3,11.2,0.671,2.82,19.85,19.85,20.75,10.0,28
2017-09-30 04:30:00,3.1,10.6,0.719,3.1,19.9,19.9,20.75,10.0,28
2017-09-30 04:45:00,3.0,10.8,0.756,3.22,19.7,19.7,20.75,9.5,28
2017-09-30 05:00:00,2.9,11.4,0.78,2.82,19.8,19.8,20.75,9.5,28
2017-09-30 05:15:00,2.8,10.4,0.78,2.84,20.2,20.2,18.0,11.0,28
2017-09-30 05:30:00,3.0,11.0,0.829,3.52,19.7,19.7,15.25,12.5,28
2017-09-30 05:45:00,2.8,11.0,0.829,2.84,20.5,20.5,15.5,22.0,28
2017-09-30 06:00:00,3.6,9.8,0.829,2.86,20.0,20.0,15.5,21.5,28
2017-09-30 06:15:00,2.9,11.2,0.78,3.08,19.6,19.6,15.75,23.0,28
2017-09-30 06:30:00,3.4,10.6,0.792,2.82,19.85,19.85,15.75,22.5,28
2017-09-30 06:45:00,3.5,11.0,0.792,4.46,18.85,18.85,16.5,22.0,28
2017-09-30 07:00:00,3.5,10.8,0.805,4.42,18.05,18.05,15.75,26.5,28
2017-09-30 07:15:00,3.6,10.4,0.768,3.18,20.05,20.05,15.75,40.0,28
2017-09-30 07:30:00,3.6,9.6,0.792,2.68,19.8,19.8,15.75,51.5,28
2017-09-30 07:45:00,3.4,11.6,0.975,3.58,19.5,19.5,15.25,55.5,28
2017-09-30 08:00:00,4.2,14.6,0.817,2.9,18.0,18.0,15.5,75.0,28
2017-09-30 08:15:00,3.6,17.2,0.805,3.04,17.2,17.2,15.5,78.5,28
2017-09-30 08:30:00,3.7,17.6,0.805,3.3,18.853,18.853,15.0,57.5,28
2017-09-30 08:45:00,4.0,20.2,0.817,2.92,18.92,18.92,15.5,57.0,28
2017-09-30 09:00:00,3.9,21.0,0.841,2.98,18.785,18.785,15.75,77.0,28
2017-09-30 09:15:00,3.9,23.0,0.866,3.26,20.493,20.493,15.5,62.0,28
2017-09-30 09:30:00,3.4,23.2,0.768,2.7,17.808,17.808,15.25,81.0,28
2017-09-30 09:45:00,3.4,23.8,0.78,2.84,18.085,18.085,15.5,62.5,28
2017-09-30 10:00:00,4.3,20.4,0.768,3.48,19.223,19.223,15.75,43.5,28
2017-09-30 10:15:00,3.7,22.0,0.866,2.7,17.153,17.153,15.5,37.5,28
2017-09-30 10:30:00,3.7,25.4,0.78,2.72,19.595,19.595,15.25,57.0,28
2017-09-30 10:45:00,3.7,24.6,0.89,3.38,19.828,19.828,15.0,65.0,28
2017-09-30 11:00:00,3.3,23.8,0.792,2.74,18.598,18.598,16.0,70.5,28
2017-09-30 11:15:00,3.7,22.2,0.866,3.12,18.448,18.448,15.75,67.0,28
2017-09-30 11:30:00,3.4,19.8,0.853,4.82,18.51,18.51,15.5,47.0,28
2017-09-30 11:45:00,3.6,18.4,0.768,4.02,18.043,18.043,15.5,60.5,28
2017-09-30 12:00:00,4.4,15.4,0.646,3.58,19.39,19.39,17.5,45.0,28
2017-09-30 12:15:00,4.1,14.6,0.719,3.66,20.168,20.168,15.25,54.0,28
2017-09-30 12:30:00,3.5,16.2,0.695,2.96,18.828,18.828,15.25,55.0,28
2017-09-30 12:45:00,3.4,17.8,0.683,2.8,20.54,20.54,15.0,29.5,28
2017-09-30 13:00:00,3.5,20.8,0.707,3.32,18.868,18.868,16.25,13.5,28
2017-09-30 13:15:00,3.4,20.6,0.744,2.76,19.373,19.373,18.0,13.5,28
2017-09-30 13:30:00,3.3,19.2,0.671,3.04,18.72,18.72,17.5,10.0,28
2017-09-30 13:45:00,3.4,19.2,0.658,3.24,19.865,19.865,17.5,9.5,28
2017-09-30 14:00:00,4.5,17.0,0.671,2.7,18.245,18.245,18.0,10.0,28
2017-09-30 14:15:00,3.6,16.0,0.683,2.94,20.558,20.558,17.0,10.5,28
2017-09-30 14:30:00,3.5,16.0,0.683,3.44,18.208,18.208,17.75,9.5,28
2017-09-30 14:45:00,3.7,17.6,0.695,2.76,20.68,20.68,17.5,9.5,28
2017-09-30 15:00:00,3.4,21.2,0.732,2.88,18.168,18.168,18.25,9.5,28
2017-09-30 15:15:00,3.4,22.8,0.695,3.24,20.885,20.885,17.5,9.5,28
2017-09-30 15:30:00,4.2,22.2,0.744,2.82,17.64,17.64,17.5,10.0,28
2017-09-30 15:45:00,4.5,22.6,0.756,3.24,20.86,20.86,17.5,9.0,28
2017-10-01 05:00:00,3.4,9.6,0.805,4.54,21.0,21.0,18.25,68.0,29
2017-10-01 05:15:00,2.9,12.0,0.805,3.92,19.1,19.1,18.25,70.0,29
2017-10-01 05:30:00,3.1,13.2,0.841,3.84,18.45,18.45,18.0,73.5,29
2017-10-01 05:45:00,3.9,11.6,0.939,7.2,26.45,26.45,18.75,77.5,29
2017-10-01 06:00:00,8.0,16.0,0.853,8.2,29.3,29.3,22.25,63.5,29
2017-10-01 06:15:00,7.0,29.2,0.914,8.52,34.1,34.1,43.5,83.0,29
2017-10-01 06:30:00,6.0,38.0,0.951,9.34,35.3,35.3,60.75,89.5,29
2017-10-01 06:45:00,5.7,36.4,1.231,9.78,39.45,39.45,64.75,87.0,29
2017-10-01 07:00:00,6.8,35.8,3.231,12.24,39.4,39.4,72.5,88.5,29
2017-10-01 07:15:00,7.6,39.2,6.23,13.6,40.75,40.75,78.0,81.5,29
2017-10-01 07:30:00,9.8,40.4,7.998,13.14,40.75,40.75,81.75,83.5,29
2017-10-01 07:45:00,17.8,40.6,8.827,13.56,40.35,40.35,97.0,85.0,29
2017-10-01 08:00:00,18.1,42.2,8.51,15.4,41.41,41.41,92.75,78.5,29
2017-10-01 08:15:00,18.1,43.0,7.096,15.36,43.22,43.22,93.0,97.0,29
2017-10-01 08:30:00,21.8,42.8,4.779,15.78,44.233,44.233,97.25,111.0,29
2017-10-01 08:45:00,28.5,41.8,5.901,15.86,43.088,43.088,99.75,117.5,29
2017-10-01 09:00:00,31.9,42.0,6.584,14.78,45.243,45.243,106.5,131.0,29
2017-10-01 09:15:00,33.4,43.8,6.767,16.14,43.435,43.435,106.75,110.0,29
2017-10-01 09:30:00,30.6,38.6,7.059,16.82,45.805,45.805,104.25,134.5,29
2017-10-01 09:45:00,33.8,40.4,6.571,15.76,44.47,44.47,103.75,124.5,29
2017-10-01 10:00:00,34.5,36.4,5.401,16.92,45.803,45.803,101.25,97.0,29
2017-10-01 10:15:00,21.1,33.6,6.364,15.64,47.03,47.03,102.75,73.5,29
2017-10-01 10:30:00,27.5,40.6,6.401,15.6,45.288,45.288,106.0,87.0,29
2017-10-01 10:45:00,37.8,40.8,6.681,16.58,47.318,47.318,105.0,91.5,29
2017-10-01 11:00:00,35.5,41.2,6.364,16.54,45.145,45.145,101.5,121.5,29
2017-10-01 11:15:00,33.6,42.8,5.621,14.94,46.735,46.735,99.25,127.0,29
2017-10-01 11:30:00,35.0,45.6,6.291,13.6,47.34,47.34,104.5,134.5,29
2017-10-01 11:45:00,35.6,43.0,5.864,13.56,45.335,45.335,103.25,116.5,29
2017-10-01 12:00:00,38.8,46.2,4.694,13.96,47.615,47.615,97.5,128.0,29
2017-10-01 12:15:00,35.6,46.2,4.218,14.94,48.213,48.213,95.75,104.0,29
2017-10-01 12:30:00,32.3,47.8,4.218,14.18,46.025,46.025,97.75,132.0,29
2017-10-01 12:45:00,31.1,46.4,4.084,14.14,49.258,49.258,88.5,122.0,29
2017-10-01 13:00:00,16.5,46.4,4.816,14.24,45.925,45.925,87.0,134.0,29
2017-10-01 13:15:00,16.6,45.6,5.121,13.58,49.673,49.673,95.75,122.0,29
2017-10-01 13:30:00,17.6,47.2,7.096,12.3,45.618,45.618,92.5,131.0,29
2017-10-01 13:45:00,29.9,48.0,6.364,13.42,49.56,49.56,92.75,94.0,29
2017-10-01 14:00:00,34.5,50.6,6.486,11.58,45.48,45.48,91.5,98.5,29
2017-10-01 14:15:00,33.8,50.0,5.998,9.72,50.978,50.978,93.25,103.5,29
2017-10-01 14:30:00,30.5,49.6,5.45,10.1,47.743,47.743,95.5,115.5,29
2017-10-01 14:45:00,31.1,44.2,5.352,8.3,51.77,51.77,90.5,122.5,29
2017-10-01 15:00:00,24.6,42.2,5.316,8.46,48.928,48.928,91.75,124.5,29
2017-10-01 15:15:00,14.6,51.6,5.742,7.8,51.365,51.365,96.5,126.0,29
2017-10-01 15:30:00,21.6,49.2,5.438,7.1,47.68,47.68,92.25,132.0,29
2017-10-01 15:45:00,30.1,49.6,5.462,7.32,47.775,47.775,84.0,141.5,29
2017-10-01 16:00:00,25.9,50.4,3.987,8.02,44.198,44.198,77.0,122.0,29
2017-10-01 16:15:00,14.9,47.6,2.597,6.4,43.925,43.925,71.0,139.5,29
2017-10-01 16:30:00,8.9,50.4,1.719,5.72,39.078,39.078,67.5,84.5,29
2017-10-01 16:45:00,7.3,50.2,1.402,6.48,42.5,42.5,67.25,116.0,29
2017-10-02 06:00:00,3.5,21.4,0.671,4.08,20.4,20.4,19.25,78.0,30
2017-10-02 06:15:00,4.0,21.2,0.768,4.48,22.55,22.55,22.75,68.0,30
2017-10-02 06:30:00,3.7,19.0,0.805,3.94,21.25,21.25,25.5,94.0,30
2017-10-02 06:45:00,3.9,21.2,0.817,3.94,21.0,21.0,25.75,114.0,30
2017-10-02 07:00:00,4.5,22.8,0.878,4.66,20.55,20.55,25.25,116.0,30
2017-10-02 07:15:00,4.4,24.0,0.902,4.28,21.0,21.0,25.25,116.5,30
2017-10-02 07:30:00,4.3,26.8,0.768,3.9,20.75,20.75,25.5,109.0,30
2017-10-02 07:45:00,5.1,26.6,0.78,4.64,20.8,20.8,25.0,118.5,30
2017-10-02 08:00:00,5.1,26.6,0.914,4.6,19.7,19.7,24.25,133.5,30
2017-10-02 08:15:00,5.3,25.6,0.78,4.78,18.9,18.9,24.25,83.5,30
2017-10-02 08:30:00,4.3,23.4,0.805,4.94,20.55,20.55,23.75,73.5,30
2017-10-02 08:45:00,4.7,18.4,0.78,4.44,19.353,19.353,23.5,88.5,30
2017-10-02 09:00:00,4.3,16.0,0.792,4.92,19.553,19.553,23.75,93.5,30
2017-10-02 09:15:00,4.7,13.6,0.792,5.58,21.408,21.408,24.25,51.0,30
2017-10-02 09:30:00,4.3,17.6,0.829,4.58,18.5,18.5,23.5,51.5,30
2017-10-02 09:45:00,4.6,21.0,0.78,4.66,20.103,20.103,23.5,70.0,30
2017-10-02 10:00:00,4.9,19.0,0.817,5.38,19.208,19.208,24.25,63.0,30
2017-10-02 10:15:00,5.1,17.8,0.817,4.98,19.46,19.46,24.75,93.0,30
2017-10-02 10:30:00,4.8,16.8,0.805,5.16,20.15,20.15,23.5,112.5,30
2017-10-02 10:45:00,4.9,13.0,0.768,5.54,18.773,18.773,23.5,123.5,30
2017-10-02 11:00:00,5.3,11.4,0.805,4.64,20.663,20.663,23.5,92.5,30
2017-10-02 11:15:00,5.0,11.2,0.805,5.14,19.94,19.94,23.75,122.0,30
2017-10-02 11:30:00,4.6,10.6,0.951,5.5,18.845,18.845,23.5,126.0,30
2017-10-02 11:45:00,4.8,10.2,0.768,4.86,20.825,20.825,23.75,79.5,30
2017-10-02 12:00:00,4.7,10.6,0.768,4.82,20.76,20.76,23.5,95.0,30
2017-10-02 12:15:00,4.4,10.6,0.902,4.82,18.733,18.733,23.5,119.5,30
2017-10-02 12:30:00,5.2,12.4,0.756,4.12,20.973,20.973,24.0,83.5,30
2017-10-02 12:45:00,4.4,17.4,0.792,4.58,20.573,20.573,23.5,112.0,30
2017-10-02 13:00:00,4.8,20.4,0.768,4.64,18.49,18.49,23.5,105.0,30
2017-10-02 13:15:00,5.1,20.0,0.817,4.16,20.733,20.733,23.25,99.0,30
2017-10-02 13:30:00,4.6,23.2,0.768,4.78,20.71,20.71,23.75,103.5,30
2017-10-02 13:45:00,4.4,21.6,0.78,4.72,20.418,20.418,23.5,76.5,30
2017-10-02 14:00:00,4.1,19.8,0.768,4.16,20.64,20.64,23.25,44.0,30
2017-10-02 14:15:00,4.3,19.6,0.829,4.44,21.265,21.265,23.25,36.0,30
2017-10-02 14:30:00,4.9,20.4,0.768,4.72,21.135,21.135,23.5,46.5,30
2017-10-02 14:45:00,3.9,21.8,0.829,4.86,20.61,20.61,23.5,45.0,30
2017-10-02 15:00:00,4.3,19.8,0.975,5.12,20.228,20.228,23.5,51.5,30
2017-10-02 15:15:00,4.1,17.8,0.756,5.06,20.725,20.725,23.0,45.0,30
2017-10-02 15:30:00,3.7,15.8,0.744,4.82,20.733,20.733,23.75,44.0,30
2017-10-02 15:45:00,4.7,12.8,0.719,5.8,21.245,21.245,23.5,50.5,30
2017-10-02 16:00:00,4.5,11.0,0.719,5.48,20.963,20.963,23.25,46.0,30
2017-10-02 16:15:00,3.7,10.6,0.719,4.82,21.15,21.15,23.5,56.0,30
2017-10-02 16:30:00,4.9,15.4,0.683,5.04,20.698,20.698,23.25,49.0,30
2017-10-02 16:45:00,4.6,19.4,0.707,3.98,21.245,21.245,23.0,49.5,30
2017-10-02 17:00:00,4.8,18.8,0.732,3.98,20.733,20.733,23.5,53.5,30
2017-10-02 17:15:00,4.5,21.0,0.695,4.38,20.4,20.4,23.25,30.5,30
2017-10-02 17:30:00,4.4,21.6,0.707,3.96,20.485,20.485,23.5,40.0,30
2017-10-02 17:45:00,4.4,22.2,0.719,3.78,20.578,20.578,23.5,47.0,30
2017-10-03 07:00:00,9.3,34.8,11.473,52.1,42.95,42.95,72.25,91.0,31
2017-10-03 07:15:00,11.5,37.2,30.041,53.5,46.45,46.45,83.0,83.5,31
2017-10-03 07:30:00,13.3,37.6,31.663,50.96,49.15,49.15,88.75,94.5,31
2017-10-03 07:45:00,18.1,42.2,27.81,54.78,51.903,51.903,92.5,94.0,31
2017-10-03 08:00:00,19.4,42.6,24.53,52.06,54.653,54.653,94.25,118.5,31
2017-10-03 08:15:00,22.8,41.4,23.396,50.58,56.42,56.42,96.0,120.0,31
2017-10-03 08:30:00,32.8,43.2,35.162,53.34,60.373,60.373,101.0,103.0,31
2017-10-03 08:45:00,35.8,43.6,12.253,54.52,56.883,56.883,105.25,120.0,31
2017-10-03 09:00:00,39.8,45.6,12.546,51.92,57.833,57.833,106.0,107.0,31
2017-10-03 09:15:00,41.2,47.8,12.631,55.8,55.833,55.833,104.5,111.5,31
2017-10-03 09:30:00,44.2,48.0,20.361,55.46,55.983,55.983,103.25,113.5,31
2017-10-03 09:45:00,45.1,46.2,26.774,49.82,54.555,54.555,101.75,109.5,31
2017-10-03 10:00:00,37.3,43.2,26.944,50.6,57.003,57.003,104.75,88.5,31
2017-10-03 10:15:00,22.9,42.6,27.469,52.0,56.705,56.705,104.25,88.5,31
2017-10-03 10:30:00,30.1,44.8,19.654,52.18,59.053,59.053,106.25,121.0,31
2017-10-03 10:45:00,44.0,48.4,17.483,53.76,60.583,60.583,105.75,120.0,31
2017-10-03 11:00:00,45.8,48.2,29.566,49.86,63.895,63.895,101.5,133.5,31
2017-10-03 11:15:00,39.3,46.8,35.479,49.64,67.298,67.298,100.75,108.5,31
2017-10-03 11:30:00,39.3,43.6,35.174,49.26,62.973,62.973,105.5,120.5,31
2017-10-03 11:45:00,36.7,47.6,34.942,50.62,61.28,61.28,101.75,95.5,31
2017-10-03 12:00:00,44.5,46.6,35.832,50.24,61.698,61.698,104.75,100.5,31
2017-10-03 12:15:00,45.8,47.4,30.48,50.28,63.623,63.623,99.5,110.0,31
2017-10-03 12:30:00,42.7,48.0,33.089,49.38,62.71,62.71,97.5,128.0,31
2017-10-03 12:45:00,43.0,48.4,31.333,48.74,62.633,62.633,94.0,120.0,31
2017-10-03 13:00:00,22.7,46.2,33.821,41.9,61.793,61.793,95.0,112.0,31
2017-10-03 13:15:00,22.6,46.0,18.3,36.12,62.15,62.15,93.5,109.0,31
2017-10-03 13:30:00,24.0,46.4,13.716,37.56,63.66,63.66,102.25,124.5,31
2017-10-03 13:45:00,38.5,44.0,11.863,37.76,63.26,63.26,101.0,117.5,31
2017-10-03 14:00:00,42.6,45.6,11.814,33.68,64.385,64.385,99.0,75.5,31
2017-10-03 14:15:00,36.6,43.2,12.143,29.5,65.153,65.153,100.0,84.0,31
2017-10-03 14:30:00,35.3,44.2,14.63,28.66,61.888,61.888,98.0,112.5,31
2017-10-03 14:45:00,38.8,46.2,33.382,27.64,64.518,64.518,94.5,137.0,31
2017-10-03 15:00:00,39.2,47.4,39.929,27.1,60.853,60.853,100.75,138.0,31
2017-10-03 15:15:00,23.0,46.0,39.758,29.1,63.715,63.715,99.75,145.5,31
2017-10-03 15:30:00,30.6,48.6,24.067,28.16,60.043,60.043,94.0,131.5,31
2017-10-03 15:45:00,36.2,49.8,21.373,21.62,61.593,61.593,99.75,102.5,31
2017-10-03 16:00:00,35.0,49.8,20.117,24.28,55.535,55.535,100.25,119.0,31
2017-10-03 16:15:00,22.0,51.2,26.066,23.9,58.37,58.37,94.0,130.5,31
2017-10-03 16:30:00,13.8,48.6,42.587,21.44,59.253,59.253,95.75,134.0,31
2017-10-03 16:45:00,9.0,48.8,27.042,19.84,53.85,53.85,94.25,126.5,31
2017-10-03 17:00:00,9.3,50.2,22.872,21.44,53.89,53.89,92.0,112.5,31
2017-10-03 17:15:00,8.5,47.6,17.252,18.08,51.085,51.085,82.5,80.0,31
2017-10-03 17:30:00,6.7,44.0,22.202,17.26,45.533,45.533,58.5,104.0,31
2017-10-03 17:45:00,6.6,40.2,24.238,15.64,37.933,37.933,46.5,96.5,31
2017-10-03 18:00:00,7.7,36.6,26.152,11.2,40.058,40.058,45.25,114.0,31
2017-10-03 18:15:00,6.3,37.4,37.527,12.3,41.778,41.778,37.5,113.0,31
2017-10-03 18:30:00,5.3,39.2,43.525,16.78,36.258,36.258,27.25,100.0,31
2017-10-03 18:45:00,3.7,37.6,33.296,18.92,34.4,34.4,24.0,119.5,31
2017-10-04 08:00:00,20.7,41.6,34.162,49.1,56.855,56.855,89.0,123.5,32
2017-10-04 08:15:00,28.3,42.8,39.929,49.62,60.273,60.273,87.75,126.5,32
2017-10-04 08:30:00,41.6,43.2,18.995,52.7,61.29,61.29,91.0,102.5,32
2017-10-04 08:45:00,42.5,42.0,23.616,53.08,60.015,60.015,97.5,117.0,32
2017-10-04 09:00:00,44.1,43.0,27.554,52.82,59.815,59.815,104.0,129.0,32
2017-10-04 09:15:00,44.8,41.2,24.079,53.42,59.583,59.583,100.5,117.5,32
2017-10-04 09:30:00,45.3,41.2,14.167,54.88,59.685,59.685,102.0,126.5,32
2017-10-04 09:45:00,42.1,38.2,12.387,53.34,61.283,61.283,92.0,104.0,32
2017-10-04 10:00:00,37.4,39.0,27.066,53.6,61.413,61.413,98.0,101.5,32
2017-10-04 10:15:00,23.5,36.2,30.212,52.84,62.663,62.663,99.5,109.5,32
2017-10-04 10:30:00,31.0,39.6,29.931,52.58,62.685,62.685,96.5,115.0,32
2017-10-04 10:45:00,37.7,42.6,27.103,52.0,61.495,61.495,91.25,132.5,32
2017-10-04 11:00:00,38.4,49.6,22.092,51.8,60.765,60.765,95.5,109.0,32
2017-10-04 11:15:00,40.1,49.6,40.709,52.4,64.668,64.668,98.25,111.0,32
2017-10-04 11:30:00,35.8,49.4,19.471,53.7,65.28,65.28,100.0,87.5,32
2017-10-04 11:45:00,33.9,49.6,16.374,52.5,65.333,65.333,97.5,97.0,32
2017-10-04 12:00:00,37.9,47.6,16.91,52.2,64.49,64.49,97.75,105.0,32
